Order_ID,Customer_ID,Restaurant_ID,Delivery_person_ID,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,Type_of_order,City,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min)
ORD-00011,CUST-075,REST-06,DP-16,02-01-2023,15:45,14:30,Windy,Jam,bicycle,Meal,Metropolitian,28.447556070208222,77.18530837585658,28.66271511096768,77.26223113881986,38,3.1,44 min
ORD-00012,CUST-088,REST-06,DP-04,02-01-2023,11:15,14:30,Stormy,High,bicycle,Drinks,Metropolitian,28.54624035063919,77.19332695088895,28.640425043272586,77.10772123371295,19,4.6,33 min
ORD-00013,CUST-117,REST-48,DP-06,02-01-2023,14:30,21:00,Windy,Medium,motorcycle,Drinks,Semi-Urban,28.50923631705245,77.00850123511502,28.683028432179587,77.01364596244169,25,3.5,31 min
ORD-00014,CUST-100,REST-04,DP-26,02-01-2023,13:30,15:00,Sunny,Jam,scooter,Meal,Semi-Urban,28.59181592643623,77.24855907787445,28.42954839250382,77.2536878900345,38,3.9,25 min
ORD-00015,CUST-104,REST-30,DP-22,02-01-2023,11:30,14:00,Windy,Low,bicycle,Drinks,Semi-Urban,28.438710922666825,77.23648256245124,28.47953697843372,77.2733702930944,28,4.0,31 min
ORD-00016,CUST-152,REST-11,DP-26,02-01-2023,12:30,21:15,Fog,Medium,scooter,Drinks,Semi-Urban,28.529094928412714,77.077710543231,28.548516783696375,77.24618821802571,35,4.1,24 min
ORD-00017,CUST-131,REST-30,DP-03,02-01-2023,17:45,14:15,Fog,Medium,bicycle,Buffet,Metropolitian,28.48241150984214,77.21260301598964,28.65396034793702,77.03838498227593,40,4.6,32 min
ORD-00018,CUST-150,REST-31,DP-09,02-01-2023,15:30,17:30,Fog,Low,motorcycle,Buffet,Semi-Urban,28.666325457401506,77.0644563819275,28.55154971345682,77.29937454032368,30,4.4,37 min
ORD-00019,CUST-053,REST-24,DP-28,02-01-2023,14:00,10:15,Stormy,Jam,scooter,Meal,Semi-Urban,28.41217571364041,77.01209904831545,28.624410421802477,77.07757526646583,26,4.3,42 min
ORD-00020,CUST-002,REST-09,DP-10,02-01-2023,10:45,11:45,Fog,Jam,scooter,Drinks,Semi-Urban,28.674118248201935,77.06034096277712,28.441687971574673,77.21726147384251,26,4.1,20 min
ORD-00021,CUST-088,REST-03,DP-14,03-01-2023,12:30,18:30,Stormy,Medium,scooter,Buffet,Semi-Urban,28.6498982415659,77.05358866302629,28.47572414389297,77.27241046290071,34,3.2,30 min
ORD-00022,CUST-158,REST-31,DP-11,03-01-2023,15:30,15:00,Stormy,Medium,bicycle,Snack,Urban,28.489271214932245,77.10132439902046,28.6195328285113,77.07070613429921,24,3.8,42 min
ORD-00023,CUST-038,REST-40,DP-18,03-01-2023,16:00,20:15,Windy,Jam,bicycle,Drinks,Metropolitian,28.63678719640313,77.12553484915264,28.449420202666317,77.27247756640311,26,4.9,41 min
ORD-00024,CUST-130,REST-37,DP-22,03-01-2023,16:45,16:45,Sunny,Jam,bicycle,Snack,Metropolitian,28.409364068101624,77.1525616674493,28.505406780396477,77.09284447375846,39,5.0,32 min
ORD-00025,CUST-192,REST-36,DP-12,03-01-2023,18:45,10:00,Windy,High,motorcycle,Meal,Semi-Urban,28.690059665088018,77.1430261626525,28.47945987734407,77.29292396671521,18,4.5,34 min
ORD-00026,CUST-188,REST-24,DP-23,03-01-2023,14:30,13:15,Windy,Medium,bicycle,Drinks,Urban,28.557978482776935,77.08120238178958,28.504958508266743,77.08437800611414,19,3.5,32 min
ORD-00027,CUST-021,REST-31,DP-12,03-01-2023,17:15,16:30,Stormy,Medium,motorcycle,Meal,Metropolitian,28.490984307819634,77.00875120057222,28.61249721472339,77.28603074742735,21,3.2,15 min
ORD-00028,CUST-161,REST-06,DP-13,03-01-2023,19:45,16:15,Stormy,Low,scooter,Meal,Metropolitian,28.508774963778404,77.18153048667115,28.51035415434284,77.0160633952678,31,3.8,42 min
ORD-00029,CUST-058,REST-02,DP-25,03-01-2023,17:00,16:30,Fog,High,scooter,Meal,Semi-Urban,28.419921606038148,77.1187234489542,28.566578996782383,77.21278160350094,21,4.7,17 min
ORD-00030,CUST-022,REST-20,DP-13,03-01-2023,21:00,15:00,Fog,Jam,motorcycle,Meal,Semi-Urban,28.696804854212612,77.08960164721627,28.429979563116323,77.1596333401511,19,4.4,29 min
ORD-00031,CUST-089,REST-28,DP-19,04-01-2023,12:00,17:45,Windy,High,bicycle,Meal,Metropolitian,28.411787583545205,77.26008231284915,28.641505307970387,77.14336312313682,25,4.8,34 min
ORD-00032,CUST-049,REST-11,DP-26,04-01-2023,13:45,17:15,Cloudy,Jam,motorcycle,Drinks,Metropolitian,28.596472136944357,77.22402299233944,28.510966587694437,77.06704829427674,35,4.2,24 min
ORD-00033,CUST-059,REST-04,DP-19,04-01-2023,12:45,19:00,Cloudy,Jam,scooter,Snack,Urban,28.532820778311937,77.25732966451173,28.594560247710003,77.21167873693294,36,3.3,35 min
ORD-00034,CUST-170,REST-15,DP-23,04-01-2023,19:15,18:45,Fog,High,scooter,Drinks,Metropolitian,28.684674865456614,77.14849483841374,28.61761688049855,77.0572428474339,31,3.2,19 min
ORD-00035,CUST-188,REST-06,DP-14,04-01-2023,20:00,19:15,Cloudy,Medium,motorcycle,Drinks,Metropolitian,28.473799922092038,77.03927937563803,28.46289827663351,77.16585253879543,37,3.1,29 min
ORD-00036,CUST-015,REST-49,DP-04,04-01-2023,19:00,19:00,Fog,Jam,bicycle,Drinks,Semi-Urban,28.559626047181403,77.20886643083638,28.665402495486003,77.07597360891208,42,4.1,37 min
ORD-00037,CUST-190,REST-30,DP-13,04-01-2023,16:30,11:15,Stormy,High,bicycle,Buffet,Metropolitian,28.544706862574824,77.06182213398115,28.584867275482086,77.2866864139344,27,3.5,28 min
ORD-00038,CUST-190,REST-38,DP-08,04-01-2023,20:15,19:00,Windy,Low,motorcycle,Buffet,Semi-Urban,28.61085993321503,77.13236890072751,28.528617542525442,77.0085893581507,34,4.5,29 min
ORD-00039,CUST-175,REST-02,DP-29,04-01-2023,18:45,21:15,Sunny,High,motorcycle,Drinks,Metropolitian,28.420403069585724,77.01950023668466,28.454700555073465,77.05991848403337,25,4.4,24 min
ORD-00040,CUST-190,REST-15,DP-23,04-01-2023,18:45,18:00,Windy,Low,bicycle,Snack,Metropolitian,28.458136739007006,77.2475925207269,28.682690281370363,77.07269318191624,31,3.6,38 min
ORD-00041,CUST-051,REST-11,DP-21,05-01-2023,13:15,11:15,Fog,Jam,scooter,Drinks,Metropolitian,28.464369446027852,77.03778219231425,28.626520461239487,77.12422034773034,38,3.4,23 min
ORD-00042,CUST-108,REST-08,DP-23,05-01-2023,19:15,13:00,Fog,High,motorcycle,Meal,Urban,28.621445226452504,77.2709292521148,28.462407368819974,77.06981907256102,40,3.2,26 min
ORD-00043,CUST-055,REST-26,DP-19,05-01-2023,19:15,10:30,Windy,High,bicycle,Buffet,Semi-Urban,28.45674160889802,77.25926918067846,28.501313232417267,77.14740472708064,25,4.5,21 min
ORD-00044,CUST-064,REST-45,DP-12,05-01-2023,21:00,10:45,Fog,Low,bicycle,Buffet,Urban,28.572047529167293,77.13937482933177,28.642902277426423,77.26173965697755,22,3.9,19 min
ORD-00045,CUST-131,REST-44,DP-18,05-01-2023,18:15,16:30,Cloudy,High,scooter,Drinks,Metropolitian,28.464573146150286,77.22331046129119,28.6087032989646,77.21361902642275,33,3.6,39 min
ORD-00046,CUST-051,REST-05,DP-06,05-01-2023,14:00,12:15,Cloudy,High,scooter,Drinks,Urban,28.658487485025194,77.18583352214544,28.629735287814718,77.17398859416053,25,4.7,38 min
ORD-00047,CUST-135,REST-06,DP-18,05-01-2023,13:30,11:00,Fog,Jam,scooter,Snack,Semi-Urban,28.68265563634689,77.24092269270132,28.532360330663877,77.02670095339481,27,4.2,24 min
ORD-00048,CUST-021,REST-26,DP-19,05-01-2023,12:30,12:45,Fog,High,scooter,Snack,Metropolitian,28.55554789248267,77.12954153023577,28.61494287879265,77.20819763251679,44,4.0,39 min
ORD-00049,CUST-073,REST-04,DP-22,05-01-2023,16:15,11:45,Cloudy,Medium,scooter,Meal,Urban,28.505692665262753,77.2357425452733,28.515948116859175,77.04992428529329,25,4.5,40 min
ORD-00050,CUST-167,REST-19,DP-05,05-01-2023,17:30,17:15,Fog,Low,motorcycle,Drinks,Urban,28.47021733250525,77.13873704511954,28.463378875081457,77.23591021578851,26,4.6,22 min
ORD-00051,CUST-018,REST-20,DP-24,06-01-2023,14:15,15:15,Fog,High,bicycle,Drinks,Semi-Urban,28.414934300456913,77.28228973635284,28.589803110452408,77.07501702755305,35,4.4,36 min
ORD-00052,CUST-132,REST-33,DP-09,06-01-2023,13:30,19:30,Windy,Low,motorcycle,Drinks,Urban,28.480550022859248,77.14591163024754,28.692804177679637,77.12511461849627,20,3.9,34 min
ORD-00053,CUST-089,REST-20,DP-27,06-01-2023,13:45,16:30,Sunny,Low,motorcycle,Buffet,Semi-Urban,28.596270733983594,77.13878578158011,28.493180291418597,77.10514106069537,34,3.8,39 min
ORD-00054,CUST-060,REST-49,DP-03,06-01-2023,19:45,20:00,Cloudy,Low,motorcycle,Meal,Metropolitian,28.560085079392763,77.23552155846905,28.538290877663762,77.25764417440246,37,4.5,30 min
ORD-00055,CUST-014,REST-12,DP-28,06-01-2023,15:30,15:45,Windy,High,motorcycle,Snack,Metropolitian,28.68321238348428,77.24647330752825,28.602200411320954,77.03796333761402,32,4.0,26 min
ORD-00056,CUST-009,REST-47,DP-10,06-01-2023,19:00,20:00,Sunny,High,motorcycle,Buffet,Urban,28.518883178747508,77.16634673429635,28.562451884636744,77.16969346471544,38,4.4,23 min
ORD-00057,CUST-090,REST-01,DP-19,06-01-2023,15:00,15:45,Fog,Low,scooter,Buffet,Metropolitian,28.608159002698518,77.05393934404852,28.653028338712716,77.04261848283292,44,4.8,24 min
ORD-00058,CUST-053,REST-26,DP-03,06-01-2023,15:45,21:30,Fog,Medium,scooter,Buffet,Metropolitian,28.546796824242534,77.14032746928727,28.628522811940854,77.21143875083965,34,4.8,30 min
ORD-00059,CUST-130,REST-14,DP-29,06-01-2023,16:00,13:30,Windy,Low,bicycle,Buffet,Urban,28.55377286477726,77.2904217508729,28.417489161158706,77.27152343833833,25,3.6,24 min
ORD-00060,CUST-084,REST-38,DP-29,06-01-2023,19:15,11:15,Fog,Medium,motorcycle,Meal,Metropolitian,28.480332294381235,77.22589585791175,28.699526370177132,77.13038229616018,19,3.4,23 min
ORD-00061,CUST-092,REST-37,DP-22,07-01-2023,13:45,14:15,Stormy,Low,bicycle,Drinks,Urban,28.5364852330526,77.24334878116373,28.625720736115838,77.14642767807949,34,3.5,44 min
ORD-00062,CUST-111,REST-11,DP-15,07-01-2023,18:00,15:30,Windy,Jam,scooter,Snack,Semi-Urban,28.541235499103813,77.00984764964578,28.659170994888232,77.27822685094483,35,4.5,40 min
ORD-00063,CUST-188,REST-36,DP-01,07-01-2023,13:00,15:30,Sunny,Low,scooter,Snack,Semi-Urban,28.61199275652468,77.14035783879025,28.595359313628602,77.15629741659481,22,3.7,17 min
ORD-00064,CUST-199,REST-13,DP-07,07-01-2023,16:30,20:15,Windy,Low,scooter,Buffet,Semi-Urban,28.682191999755833,77.19398634009727,28.656885538414027,77.14627953141486,26,3.3,41 min
ORD-00065,CUST-172,REST-43,DP-12,07-01-2023,13:00,18:00,Cloudy,High,motorcycle,Buffet,Urban,28.49879638324475,77.24900980508842,28.433714892478612,77.17349873081129,26,3.2,42 min
ORD-00066,CUST-008,REST-03,DP-17,07-01-2023,12:45,15:00,Windy,Medium,motorcycle,Meal,Urban,28.41266014057439,77.01478209607482,28.504321350667794,77.20676892090889,19,3.7,33 min
ORD-00067,CUST-175,REST-33,DP-21,07-01-2023,14:45,20:45,Fog,Jam,scooter,Buffet,Metropolitian,28.548888537650193,77.25573166569257,28.662926283081347,77.0320650125261,19,3.3,25 min
ORD-00068,CUST-035,REST-06,DP-26,07-01-2023,19:30,20:45,Fog,Medium,bicycle,Snack,Metropolitian,28.56333839964475,77.16452028102258,28.460496563380065,77.24633315832246,36,3.3,20 min
ORD-00069,CUST-081,REST-10,DP-29,07-01-2023,13:45,11:00,Stormy,Jam,bicycle,Snack,Metropolitian,28.450532165339574,77.05919419117282,28.423472629574004,77.13065150823597,40,4.4,20 min
ORD-00070,CUST-164,REST-05,DP-24,07-01-2023,17:15,13:00,Stormy,Low,scooter,Drinks,Metropolitian,28.628139381882818,77.0951765649349,28.636435681983563,77.02170455296924,44,3.0,29 min
ORD-00071,CUST-050,REST-23,DP-20,08-01-2023,17:15,12:15,Stormy,High,bicycle,Drinks,Metropolitian,28.695478732532447,77.08457886552547,28.65064584669299,77.23585480075945,20,3.2,43 min
ORD-00072,CUST-104,REST-10,DP-05,08-01-2023,11:30,18:15,Sunny,High,scooter,Snack,Urban,28.683732415102536,77.15925771028654,28.44879566545697,77.11308499150589,34,4.7,29 min
ORD-00073,CUST-132,REST-44,DP-04,08-01-2023,21:45,14:30,Stormy,Medium,bicycle,Snack,Urban,28.459131811647094,77.01550570397335,28.656303794834812,77.03011024852852,31,4.7,27 min
ORD-00074,CUST-002,REST-02,DP-28,08-01-2023,12:00,20:15,Sunny,High,scooter,Meal,Semi-Urban,28.662608971970226,77.04756084754997,28.60603033867915,77.19013371186297,31,3.7,36 min
ORD-00075,CUST-134,REST-13,DP-12,08-01-2023,12:15,12:45,Stormy,Medium,bicycle,Meal,Semi-Urban,28.611348090923503,77.24380791301273,28.556024804964974,77.2640394060301,31,3.2,19 min
ORD-00076,CUST-054,REST-40,DP-20,08-01-2023,17:00,14:30,Sunny,Medium,motorcycle,Snack,Semi-Urban,28.536153969142074,77.03978119722404,28.649075057834416,77.2663260528242,23,4.4,28 min
ORD-00077,CUST-106,REST-02,DP-28,08-01-2023,21:15,17:15,Windy,Jam,scooter,Buffet,Semi-Urban,28.562183298297416,77.07001888083744,28.52577477479569,77.28729904244268,20,3.7,35 min
ORD-00078,CUST-004,REST-20,DP-24,08-01-2023,19:15,13:15,Windy,Medium,scooter,Drinks,Urban,28.654880052494736,77.13601118168124,28.45819818686702,77.26031163793,18,3.1,16 min
ORD-00079,CUST-054,REST-01,DP-18,08-01-2023,14:30,18:00,Fog,Jam,bicycle,Snack,Urban,28.54404048189151,77.155136266434,28.485455802983182,77.00064227580364,33,3.3,44 min
ORD-00080,CUST-191,REST-37,DP-17,08-01-2023,13:45,21:00,Sunny,High,scooter,Buffet,Urban,28.511962210731536,77.22908314388424,28.551549205487994,77.11407234992402,21,3.3,37 min
ORD-00081,CUST-146,REST-09,DP-19,09-01-2023,12:45,10:00,Cloudy,Medium,scooter,Snack,Metropolitian,28.547974247907796,77.13419972799986,28.55939923780195,77.24556277397164,18,4.2,26 min
ORD-00082,CUST-044,REST-17,DP-09,09-01-2023,13:15,13:30,Fog,Medium,scooter,Drinks,Metropolitian,28.573738941210514,77.23695938631066,28.641674247932368,77.10987590179954,34,4.8,34 min
ORD-00083,CUST-162,REST-09,DP-04,09-01-2023,16:00,10:00,Windy,Low,motorcycle,Drinks,Semi-Urban,28.456723296133504,77.18550389211363,28.6374058170957,77.18046455191391,35,4.6,28 min
ORD-00084,CUST-190,REST-11,DP-26,09-01-2023,16:00,13:30,Sunny,Medium,motorcycle,Meal,Metropolitian,28.670272319080098,77.03392992182715,28.574409967161372,77.18189508421236,43,4.1,33 min
ORD-00085,CUST-014,REST-15,DP-21,09-01-2023,11:30,10:15,Stormy,Medium,bicycle,Meal,Urban,28.602256084648882,77.04689943151786,28.634235645009642,77.10950759121165,25,3.8,38 min
ORD-00086,CUST-095,REST-24,DP-02,09-01-2023,13:00,13:00,Cloudy,Low,motorcycle,Meal,Semi-Urban,28.589980675201247,77.13111011763493,28.4575320374881,77.27134217818438,19,4.2,34 min
ORD-00087,CUST-048,REST-38,DP-04,09-01-2023,20:45,19:45,Windy,Low,bicycle,Meal,Semi-Urban,28.42984886785419,77.11906681792671,28.41501935812799,77.15096850361583,44,3.9,29 min
ORD-00088,CUST-015,REST-35,DP-02,09-01-2023,20:30,15:45,Fog,High,motorcycle,Drinks,Metropolitian,28.581252181451777,77.22306328089118,28.66209014679041,77.13943526178124,35,3.5,41 min
ORD-00089,CUST-190,REST-30,DP-15,09-01-2023,20:00,15:00,Sunny,Medium,bicycle,Buffet,Semi-Urban,28.436288198671548,77.1742211419392,28.42266634812883,77.29925412369856,44,4.4,34 min
ORD-00090,CUST-040,REST-31,DP-02,09-01-2023,21:15,19:15,Cloudy,High,motorcycle,Buffet,Metropolitian,28.423609302558617,77.11643992430068,28.474006528923198,77.14805010922178,44,4.7,38 min
ORD-00091,CUST-082,REST-49,DP-04,10-01-2023,10:00,20:15,Sunny,High,motorcycle,Buffet,Metropolitian,28.558193268692715,77.05122808503512,28.608595684887316,77.05351947557857,33,3.7,31 min
ORD-00092,CUST-111,REST-05,DP-06,10-01-2023,15:45,11:30,Stormy,Low,bicycle,Snack,Semi-Urban,28.520835660213947,77.06805113069765,28.52283438128819,77.15392082685904,43,4.7,39 min
ORD-00093,CUST-053,REST-44,DP-07,10-01-2023,13:45,13:30,Fog,Jam,scooter,Meal,Metropolitian,28.576643081046868,77.17265030554071,28.66289419097465,77.24420502065598,27,3.9,28 min
ORD-00094,CUST-024,REST-14,DP-10,10-01-2023,20:30,14:30,Sunny,High,scooter,Meal,Metropolitian,28.42676665041717,77.12703164146994,28.48939393839868,77.23305809806948,25,3.8,37 min
ORD-00095,CUST-154,REST-11,DP-19,10-01-2023,15:30,18:45,Windy,Jam,motorcycle,Drinks,Metropolitian,28.529294918854177,77.1544782526582,28.403561404000808,77.23657452953253,29,3.1,42 min
ORD-00096,CUST-188,REST-09,DP-19,10-01-2023,21:30,13:00,Fog,Medium,bicycle,Drinks,Metropolitian,28.452436014513545,77.05120323059067,28.490196692168222,77.21240713519937,39,4.4,32 min
ORD-00097,CUST-124,REST-34,DP-26,10-01-2023,16:00,20:00,Windy,Low,scooter,Snack,Semi-Urban,28.696130025777233,77.19887187570336,28.57342251475545,77.07626534872,33,4.6,41 min
ORD-00098,CUST-041,REST-12,DP-22,10-01-2023,19:45,20:15,Sunny,Medium,bicycle,Snack,Urban,28.56834506373055,77.25576162225678,28.512781512620986,77.25862522575207,29,4.3,42 min
ORD-00099,CUST-157,REST-35,DP-29,10-01-2023,14:00,12:45,Fog,Medium,scooter,Buffet,Urban,28.60623105828226,77.07738185203607,28.560461826727625,77.26803303961287,28,3.3,36 min
ORD-00100,CUST-015,REST-35,DP-12,10-01-2023,13:00,21:00,Windy,Low,bicycle,Drinks,Metropolitian,28.497625484204782,77.14745426774955,28.662979435650506,77.05824580898556,37,3.2,38 min
ORD-00101,CUST-045,REST-01,DP-03,11-01-2023,19:15,20:00,Stormy,Medium,motorcycle,Meal,Metropolitian,28.428421674433803,77.29265819870626,28.67374551626911,77.03913669096542,36,4.1,41 min
ORD-00102,CUST-065,REST-40,DP-13,11-01-2023,12:00,18:15,Stormy,Low,bicycle,Buffet,Metropolitian,28.69276125883506,77.09997252216522,28.47979221939623,77.29268149057673,18,3.8,19 min
ORD-00103,CUST-089,REST-22,DP-18,11-01-2023,20:00,11:45,Sunny,Jam,scooter,Meal,Urban,28.485877710614954,77.17851390347712,28.53864214198097,77.2604971890951,44,3.9,36 min
ORD-00104,CUST-071,REST-29,DP-08,11-01-2023,15:00,17:30,Fog,Medium,motorcycle,Buffet,Metropolitian,28.52714245555207,77.02705871006007,28.564743204572434,77.26797084416299,20,4.9,26 min
ORD-00105,CUST-009,REST-08,DP-21,11-01-2023,15:00,10:00,Cloudy,Low,bicycle,Meal,Semi-Urban,28.59495917651077,77.18180450074384,28.684733737066473,77.26591291538732,29,4.4,24 min
ORD-00106,CUST-088,REST-11,DP-15,11-01-2023,20:00,16:30,Fog,High,scooter,Snack,Semi-Urban,28.40740918930583,77.02688953199139,28.699585195749314,77.16250604721012,26,3.8,22 min
ORD-00107,CUST-129,REST-41,DP-01,11-01-2023,12:00,13:30,Stormy,Medium,motorcycle,Buffet,Semi-Urban,28.643077739155185,77.28777063059714,28.47062217465246,77.19392052099974,38,3.0,43 min
ORD-00108,CUST-136,REST-37,DP-03,11-01-2023,12:15,10:00,Windy,Jam,bicycle,Meal,Urban,28.560973457008586,77.21469879562169,28.618093961403744,77.16360885564009,39,3.1,20 min
ORD-00109,CUST-063,REST-14,DP-26,11-01-2023,12:15,14:30,Cloudy,Low,scooter,Meal,Metropolitian,28.483465156120644,77.23644793644071,28.513409318669957,77.0153619047571,22,4.4,42 min
ORD-00110,CUST-139,REST-30,DP-08,11-01-2023,19:30,11:45,Sunny,Medium,bicycle,Drinks,Metropolitian,28.418482395587738,77.21123130823149,28.402432459065864,77.22365092560582,18,4.7,39 min
ORD-00111,CUST-081,REST-35,DP-04,12-01-2023,14:00,20:00,Cloudy,Medium,bicycle,Buffet,Metropolitian,28.44874952464233,77.17691871082293,28.40277575673077,77.15159961000076,27,4.4,29 min
ORD-00112,CUST-136,REST-21,DP-16,12-01-2023,14:45,11:30,Sunny,Medium,motorcycle,Meal,Urban,28.66851015765603,77.13497383432565,28.538169802268676,77.19431272243706,34,3.8,26 min
ORD-00113,CUST-163,REST-37,DP-23,12-01-2023,10:00,19:00,Cloudy,Jam,motorcycle,Drinks,Urban,28.605807267180765,77.25751201392832,28.5465004739013,77.15079194149266,21,3.1,39 min
ORD-00114,CUST-163,REST-05,DP-10,12-01-2023,19:45,20:45,Sunny,Low,scooter,Meal,Urban,28.474970516491066,77.28705070026291,28.40677090897203,77.14754339669673,32,4.9,39 min
ORD-00115,CUST-033,REST-19,DP-12,12-01-2023,14:45,11:15,Sunny,High,motorcycle,Buffet,Urban,28.419680229483507,77.14971085187122,28.60607822503229,77.05153673284333,36,5.0,20 min
ORD-00116,CUST-123,REST-14,DP-14,12-01-2023,15:15,16:15,Cloudy,High,scooter,Snack,Semi-Urban,28.60718459371599,77.27946051474657,28.488201016578486,77.08361411454234,44,4.1,26 min
ORD-00117,CUST-005,REST-26,DP-14,12-01-2023,13:15,11:15,Cloudy,High,bicycle,Buffet,Urban,28.57172231779033,77.17499987299655,28.567967930460785,77.04765580758318,25,3.1,29 min
ORD-00118,CUST-041,REST-04,DP-02,12-01-2023,16:30,12:45,Sunny,Low,bicycle,Buffet,Urban,28.52135585733747,77.16151525606892,28.490275721949626,77.0586998886876,40,4.1,26 min
ORD-00119,CUST-028,REST-25,DP-23,12-01-2023,11:30,20:30,Stormy,High,scooter,Meal,Urban,28.509083434757017,77.1363448198866,28.45014029446079,77.29189321412609,32,4.8,23 min
ORD-00120,CUST-135,REST-45,DP-05,12-01-2023,10:45,17:15,Cloudy,Jam,bicycle,Meal,Metropolitian,28.46504428277873,77.06278632845904,28.522152121579662,77.04593403373165,44,4.4,33 min
ORD-00121,CUST-072,REST-42,DP-05,13-01-2023,18:45,12:15,Fog,Low,motorcycle,Buffet,Metropolitian,28.600883376961253,77.00111589824542,28.46968200943715,77.08078112729156,24,4.4,35 min
ORD-00122,CUST-012,REST-25,DP-06,13-01-2023,15:00,15:00,Windy,Medium,bicycle,Drinks,Metropolitian,28.69120040833816,77.07245186805682,28.56044029307575,77.17717689732157,32,3.2,16 min
ORD-00123,CUST-162,REST-18,DP-13,13-01-2023,15:15,16:45,Sunny,Jam,motorcycle,Drinks,Semi-Urban,28.452714573751045,77.15291695148107,28.45964855908594,77.18305357287099,25,3.2,42 min
ORD-00124,CUST-033,REST-40,DP-09,13-01-2023,21:45,20:15,Sunny,Medium,scooter,Drinks,Semi-Urban,28.57913498600465,77.11398798567792,28.55252179299339,77.04619223892315,43,3.3,27 min
ORD-00125,CUST-048,REST-08,DP-22,13-01-2023,21:00,17:30,Windy,High,scooter,Meal,Urban,28.52725551672379,77.1345455684008,28.44721355446066,77.23811522773556,40,4.8,27 min
ORD-00126,CUST-151,REST-39,DP-28,13-01-2023,13:45,19:00,Stormy,Jam,bicycle,Meal,Metropolitian,28.5340066165234,77.29419446586921,28.601292412845734,77.23556086037385,27,4.1,22 min
ORD-00127,CUST-062,REST-40,DP-29,13-01-2023,18:45,18:00,Windy,Low,bicycle,Buffet,Semi-Urban,28.476244184038343,77.1050817112008,28.626181305332427,77.07119531126116,35,4.6,41 min
ORD-00128,CUST-037,REST-14,DP-15,13-01-2023,14:15,15:30,Cloudy,Jam,motorcycle,Snack,Metropolitian,28.647540462698426,77.13565488180804,28.433118270274978,77.08659989080263,21,3.2,27 min
ORD-00129,CUST-099,REST-32,DP-14,13-01-2023,17:45,18:30,Windy,Medium,motorcycle,Meal,Semi-Urban,28.54557668124417,77.04005466540585,28.5403407236112,77.28139635963785,32,4.9,18 min
ORD-00130,CUST-172,REST-38,DP-24,13-01-2023,19:15,10:45,Sunny,Low,bicycle,Buffet,Semi-Urban,28.563021755659477,77.0143873197311,28.421261510196462,77.24770143379384,28,4.6,20 min
ORD-00131,CUST-104,REST-33,DP-07,14-01-2023,15:45,21:00,Windy,Jam,bicycle,Buffet,Urban,28.491428273839198,77.23262285437775,28.5794547336626,77.20933910991876,39,3.4,20 min
