Order_ID,Customer_ID,Restaurant_ID,Delivery_person_ID,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,Type_of_order,City,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_km,Route_Efficiency,Actual_Distance_km,Order_Datetime,Pickup_Datetime,Order_Hour,Pickup_Hour,Order_Minute,Pickup_Minute,DayOfWeek,Month,Year,Day,IsWeekend,IsHoliday,IsPeakHour,Wait_Time_Minutes,Delivery_Speed,Restaurant_Prep_Time,Delivery_Person_Efficiency,Restaurant_Efficiency,Time_Cost,Distance_Cost,Fuel_Cost,Maintenance_Cost,Total_Variable_Cost,Total_Cost,Revenue,Profit,CO2_Emissions,Fuel_Consumption
ORD-00011,CUST-075,REST-06,DP-16,2023-01-02,15:45,14:30,Windy,Jam,bicycle,Meal,Metropolitian,28.447556070208226,77.18530837585658,28.66271511096768,77.26223113881986,38,3.1,44.0,25.076496046343323,1.0102922471479012,25.334589541255657,2023-01-02 15:45:00,2023-01-02 14:30:00,15,14,45,30,0,1,2023,2,0,0,0,58.48314606741573,0.5699203646896209,40.93820224719101,1.019263870779779,1.0577569644572526,88.0,75.22948813902997,37.614744069514984,12.538248023171661,213.3824802317166,263.3824802317166,100,-163.3824802317166,3.0091795255611986,1.671766403089555
ORD-00012,CUST-088,REST-06,DP-04,2023-01-02,11:15,14:30,Stormy,High,bicycle,Drinks,Metropolitian,28.54624035063919,77.19332695088895,28.640425043272582,77.10772123371295,19,4.6,33.0,13.399127305612136,1.484954926080997,19.89710009765514,2023-01-02 11:15:00,2023-01-02 14:30:00,11,14,15,30,0,1,2023,2,0,0,1,58.48314606741573,0.40603416077612536,40.93820224719101,0.774249408570436,1.0577569644572526,66.0,40.197381916836406,20.098690958418203,6.699563652806068,132.9956365280607,182.9956365280607,100,-82.99563652806069,1.6078952766734562,0.8932751537074758
ORD-00013,CUST-117,REST-48,DP-06,2023-01-02,14:30,21:00,Windy,Medium,motorcycle,Drinks,Semi-Urban,28.50923631705245,77.00850123511502,28.683028432179587,77.01364596244169,25,3.5,31.0,19.331327985208336,1.416221320400211,27.3774388443013,2023-01-02 14:30:00,2023-01-02 21:00:00,14,21,30,0,0,1,2023,2,0,0,1,58.48314606741573,0.6235912253293011,40.93820224719101,1.0488635422216726,1.0,62.0,57.99398395562501,28.996991977812506,9.665663992604168,158.6566399260417,208.6566399260417,100,-108.65663992604169,2.3197593582250002,1.288755199013889
ORD-00014,CUST-100,REST-04,DP-26,2023-01-02,13:30,15:00,Sunny,Jam,scooter,Meal,Semi-Urban,28.59181592643623,77.24855907787445,28.42954839250382,77.2536878900345,38,3.9,25.0,18.050284489024435,1.1061695553391382,19.966675166969104,2023-01-02 13:30:00,2023-01-02 15:00:00,13,15,30,0,0,1,2023,2,0,0,1,90.0,0.7220113795609774,62.99999999999999,1.207043620985733,0.6637536412817312,50.0,54.150853467073304,27.075426733536652,9.025142244512217,140.25142244512216,190.25142244512216,100,-90.25142244512216,2.166034138682932,1.2033522992682957
ORD-00015,CUST-104,REST-30,DP-22,2023-01-02,11:30,14:00,Windy,Low,bicycle,Drinks,Semi-Urban,28.438710922666825,77.23648256245124,28.47953697843372,77.2733702930944,28,4.0,31.0,5.797596502375613,1.0909124836035504,6.324670399337837,2023-01-02 11:30:00,2023-01-02 14:00:00,11,14,30,0,0,1,2023,2,0,0,1,58.48314606741573,0.18701924201211653,40.93820224719101,0.3142422250580546,0.976585014409222,62.0,17.39278950712684,8.69639475356342,2.8987982511878063,90.98798251187807,140.98798251187807,100,-40.98798251187807,0.6957115802850735,0.3865064334917075
ORD-00016,CUST-152,REST-11,DP-26,2023-01-02,12:30,21:15,Fog,Medium,scooter,Drinks,Semi-Urban,28.529094928412714,77.077710543231,28.54851678369637,77.24618821802571,35,4.1,24.0,16.59867003464622,1.0917022549267168,18.1208055056078,2023-01-02 12:30:00,2023-01-02 21:15:00,12,21,30,15,0,1,2023,2,0,0,1,58.48314606741573,0.6916112514435925,40.93820224719101,1.156221318512397,1.0646685878962536,48.0,49.796010103938656,24.898005051969328,8.29933501732311,130.99335017323108,180.99335017323108,100,-80.99335017323108,1.9918404041575462,1.106578002309748
ORD-00017,CUST-131,REST-30,DP-03,2023-01-02,17:45,14:15,Fog,Medium,bicycle,Buffet,Metropolitian,28.48241150984214,77.21260301598964,28.65396034793702,77.03838498227593,40,4.6,32.0,25.56033319135015,1.1521211214797689,29.448599741814895,2023-01-02 17:45:00,2023-01-02 14:15:00,17,14,45,15,0,1,2023,2,0,0,0,58.48314606741573,0.7987604122296922,40.93820224719101,1.1948320296512518,0.976585014409222,64.0,76.68099957405045,38.34049978702522,12.780166595675075,191.80166595675072,241.80166595675072,100,-141.80166595675072,3.067239982962018,1.7040222127566766
ORD-00018,CUST-150,REST-31,DP-09,2023-01-02,15:30,17:30,Fog,Low,motorcycle,Buffet,Semi-Urban,28.666325457401506,77.0644563819275,28.55154971345682,77.29937454032368,30,4.4,37.0,26.244585913506693,1.262378215816119,33.13059354032543,2023-01-02 15:30:00,2023-01-02 17:30:00,15,17,30,30,0,1,2023,2,0,0,0,120.0,0.7093131327974782,84.0,1.1634499371855527,0.5175148711169861,74.0,78.73375774052008,39.36687887026004,13.122292956753347,205.22292956753344,255.22292956753344,100,-155.22292956753344,3.149350309620803,1.7496390609004462
ORD-00019,CUST-053,REST-24,DP-28,2023-01-02,14:00,10:15,Stormy,Jam,scooter,Meal,Semi-Urban,28.41217571364041,77.01209904831545,28.62441042180248,77.07757526646583,26,4.3,42.0,24.451118147771595,1.2159725093210578,29.73188748985148,2023-01-02 14:00:00,2023-01-02 10:15:00,14,10,0,15,0,1,2023,2,0,0,1,58.48314606741573,0.5821694797088475,40.93820224719101,0.8152813657269596,0.9813990044537595,84.0,73.35335444331479,36.67667722165739,12.225559073885798,206.255590738858,256.255590738858,100,-156.25559073885802,2.934134177732591,1.630074543184773
ORD-00020,CUST-002,REST-09,DP-10,2023-01-02,10:45,11:45,Fog,Jam,scooter,Drinks,Semi-Urban,28.674118248201932,77.06034096277712,28.441687971574677,77.21726147384251,26,4.1,20.0,30.047438953013767,1.145614570099021,34.422783858733446,2023-01-02 10:45:00,2023-01-02 11:45:00,10,11,45,45,0,1,2023,2,0,0,0,60.0,1.5023719476506883,42.0,2.5591217409829383,0.9906792645556689,40.0,90.1423168590413,45.07115842952065,15.023719476506884,190.2371947650688,240.2371947650688,100,-140.2371947650688,3.6056926743616518,2.0031625968675844
ORD-00021,CUST-088,REST-03,DP-14,2023-01-03,12:30,18:30,Stormy,Medium,scooter,Buffet,Semi-Urban,28.6498982415659,77.05358866302629,28.47572414389297,77.27241046290071,34,3.2,30.0,28.84076969272882,1.3059264473611898,37.66392390398762,2023-01-03 12:30:00,2023-01-03 18:30:00,12,18,30,30,1,1,2023,3,0,0,1,58.48314606741573,0.9613589897576273,40.93820224719101,1.550241120133881,1.0410662824207493,60.0,86.52230907818645,43.261154539093226,14.42038484636441,204.20384846364408,254.20384846364408,100,-154.20384846364408,3.460892363127458,1.9227179795152547
ORD-00022,CUST-158,REST-31,DP-11,2023-01-03,15:30,15:00,Stormy,Medium,bicycle,Snack,Urban,28.489271214932245,77.10132439902046,28.6195328285113,77.07070613429921,24,3.8,42.0,14.789917209079412,1.069746930326021,15.821468534188693,2023-01-03 15:30:00,2023-01-03 15:00:00,15,15,30,0,1,1,2023,3,0,0,0,58.48314606741573,0.3521408859304622,40.93820224719101,0.5343208174446933,1.061874894049839,84.0,44.36975162723824,22.18487581361912,7.394958604539706,157.94958604539707,207.94958604539707,100,-107.94958604539707,1.7747900650895294,0.9859944806052942
ORD-00023,CUST-038,REST-40,DP-18,2023-01-03,16:00,20:15,Windy,Jam,bicycle,Drinks,Metropolitian,28.63678719640313,77.12553484915264,28.44942020266632,77.27247756640311,26,4.9,41.0,25.299907427202584,1.146072324267609,28.995523708849408,2023-01-03 16:00:00,2023-01-03 20:15:00,16,20,0,15,1,1,2023,3,0,0,0,58.48314606741573,0.6170709128585996,40.93820224719101,1.074807115991127,1.022160389545861,82.0,75.89972228160775,37.949861140803876,12.649953713601292,208.49953713601292,258.4995371360129,100,-158.49953713601292,3.03598889126431,1.686660495146839
ORD-00024,CUST-130,REST-37,DP-22,2023-01-03,16:45,16:45,Sunny,Jam,bicycle,Snack,Metropolitian,28.409364068101624,77.1525616674493,28.50540678039648,77.09284447375846,39,5.0,32.0,12.170957367131772,1.1831809216468459,14.400444554967438,2023-01-03 16:45:00,2023-01-03 16:45:00,16,16,45,45,1,1,2023,3,0,0,0,0.0,0.38034241772286786,0.0,0.6390767406781098,inf,64.0,36.51287210139532,18.25643605069766,6.085478683565886,124.85478683565886,174.85478683565884,100,-74.85478683565884,1.4605148840558126,0.8113971578087847
ORD-00025,CUST-192,REST-36,DP-12,2023-01-03,18:45,10:00,Windy,High,motorcycle,Meal,Semi-Urban,28.690059665088015,77.1430261626525,28.47945987734407,77.29292396671521,18,4.5,34.0,27.615287758988277,1.228034992108518,33.912539685183624,2023-01-03 18:45:00,2023-01-03 10:00:00,18,10,45,0,1,1,2023,3,0,0,1,58.48314606741573,0.8122143458525963,40.93820224719101,1.2841282535269296,1.0598783221261607,68.0,82.84586327696483,41.42293163848242,13.807643879494139,206.07643879494142,256.0764387949414,100,-156.0764387949414,3.313834531078593,1.8410191839325518
ORD-00026,CUST-188,REST-24,DP-23,2023-01-03,14:30,13:15,Windy,Medium,bicycle,Drinks,Urban,28.55797848277693,77.08120238178958,28.504958508266743,77.08437800611414,19,3.5,32.0,5.903708813457122,1.392587980696507,8.221433935152424,2023-01-03 14:30:00,2023-01-03 13:15:00,14,13,30,15,1,1,2023,3,0,0,1,58.48314606741573,0.18449090042053506,40.93820224719101,0.29340563410998605,0.9813990044537595,64.0,17.711126440371366,8.855563220185683,2.951854406728561,93.51854406728562,143.51854406728563,100,-43.51854406728563,0.7084450576148547,0.39358058756380815
ORD-00027,CUST-021,REST-31,DP-12,2023-01-03,17:15,16:30,Stormy,Medium,motorcycle,Meal,Metropolitian,28.490984307819637,77.00875120057222,28.61249721472339,77.28603074742735,21,3.2,15.0,30.265867676601534,1.0998368910791798,33.28751781124727,2023-01-03 17:15:00,2023-01-03 16:30:00,17,16,15,30,1,1,2023,3,0,0,0,58.48314606741573,2.0177245117734355,40.93820224719101,3.1900656109222747,1.061874894049839,30.0,90.7976030298046,45.3988015149023,15.132933838300767,181.3293383830077,231.3293383830077,100,-131.3293383830077,3.631904121192184,2.0177245117734355
ORD-00028,CUST-161,REST-06,DP-13,2023-01-03,19:45,16:15,Stormy,Low,scooter,Meal,Metropolitian,28.508774963778404,77.18153048667115,28.51035415434284,77.0160633952678,31,3.8,42.0,16.168931379331383,1.2571172192068059,20.32624205313073,2023-01-03 19:45:00,2023-01-03 16:15:00,19,16,45,15,1,1,2023,3,0,0,1,58.48314606741573,0.3849745566507472,40.93820224719101,0.5927604284299225,1.0577569644572526,84.0,48.50679413799415,24.253397068997074,8.084465689665691,164.84465689665694,214.84465689665694,100,-114.84465689665694,1.9402717655197659,1.0779287586220923
ORD-00029,CUST-058,REST-02,DP-25,2023-01-03,17:00,16:30,Fog,High,scooter,Meal,Semi-Urban,28.419921606038148,77.1187234489542,28.566578996782383,77.21278160350094,21,4.7,17.0,18.7197306507593,1.2962072844310213,24.264651232100867,2023-01-03 17:00:00,2023-01-03 16:30:00,17,16,0,30,1,1,2023,3,0,0,0,58.48314606741573,1.101160626515253,40.93820224719101,1.774244847635092,1.0024701523260602,34.0,56.159191952277894,28.079595976138947,9.35986532537965,127.59865325379648,177.5986532537965,100,-77.5986532537965,2.246367678091116,1.2479820433839532
ORD-00030,CUST-022,REST-20,DP-13,2023-01-03,21:00,15:00,Fog,Jam,motorcycle,Meal,Semi-Urban,28.69680485421261,77.08960164721627,28.429979563116323,77.1596333401511,19,4.4,29.0,30.44771351291316,1.023225206359999,31.154867942440696,2023-01-03 21:00:00,2023-01-03 15:00:00,21,15,0,0,1,1,2023,3,0,0,1,58.48314606741573,1.0499211556176953,40.93820224719101,1.6166047944466837,1.0567268314879417,58.0,91.34314053873948,45.67157026936974,15.22385675645658,210.23856756456578,260.23856756456576,100,-160.23856756456576,3.653725621549579,2.0298475675275442
ORD-00031,CUST-089,REST-28,DP-19,2023-01-04,12:00,17:45,Windy,High,bicycle,Meal,Metropolitian,28.411787583545205,77.26008231284915,28.641505307970387,77.14336312313682,25,4.8,34.0,27.97309096427277,1.303772425950719,36.47054466783005,2023-01-04 12:00:00,2023-01-04 17:45:00,12,17,0,45,2,1,2023,4,0,0,1,58.48314606741573,0.8227379695374344,40.93820224719101,1.5109962338525378,1.0769864141622065,68.0,83.91927289281831,41.95963644640916,13.986545482136385,207.86545482136384,257.86545482136387,100,-157.86545482136387,3.3567709157127323,1.864872730951518
ORD-00032,CUST-049,REST-11,DP-26,2023-01-04,13:45,17:15,Cloudy,Jam,motorcycle,Drinks,Metropolitian,28.59647213694436,77.22402299233944,28.51096658769444,77.06704829427674,35,4.2,24.0,18.0405228609333,1.0852620618436457,19.5786950367939,2023-01-04 13:45:00,2023-01-04 17:15:00,13,17,45,15,2,1,2023,4,0,0,1,58.48314606741573,0.7516884525388875,40.93820224719101,1.2566571349019484,1.0646685878962536,48.0,54.1215685827999,27.06078429139995,9.02026143046665,138.20261430466653,188.20261430466653,100,-88.20261430466653,2.164862743311996,1.20270152406222
ORD-00033,CUST-059,REST-04,DP-19,2023-01-04,12:45,19:00,Cloudy,Jam,scooter,Snack,Urban,28.532820778311937,77.25732966451173,28.594560247710003,77.21167873693294,36,3.3,35.0,8.185741936584467,1.0325257964926398,8.451989712955081,2023-01-04 12:45:00,2023-01-04 19:00:00,12,19,45,0,2,1,2023,4,0,0,1,58.48314606741573,0.2338783410452705,40.93820224719101,0.4295283621075227,1.021453730387448,70.0,24.5572258097534,12.2786129048767,4.0928709682922335,110.92870968292233,160.92870968292232,100,-60.92870968292232,0.982289032390136,0.5457161291056312
ORD-00034,CUST-170,REST-15,DP-23,2023-01-04,19:15,18:45,Fog,High,scooter,Drinks,Metropolitian,28.68467486545661,77.14849483841374,28.61761688049855,77.0572428474339,31,3.2,19.0,11.614077200615096,1.4744427686266666,17.12429214271877,2023-01-04 19:15:00,2023-01-04 18:45:00,19,18,15,45,2,1,2023,4,0,0,1,58.48314606741573,0.6112672210850051,40.93820224719101,0.9721305831576514,1.0502443302844255,38.0,34.842231601845285,17.421115800922642,5.807038600307548,96.07038600307547,146.07038600307547,100,-46.07038600307547,1.3936892640738114,0.7742718133743397
ORD-00035,CUST-188,REST-06,DP-14,2023-01-04,20:00,19:15,Cloudy,Medium,motorcycle,Drinks,Metropolitian,28.47379992209204,77.03927937563803,28.46289827663351,77.16585253879543,37,3.1,29.0,12.431679462570399,1.4828160165372797,18.43389341955695,2023-01-04 20:00:00,2023-01-04 19:15:00,20,19,0,15,2,1,2023,4,0,0,1,58.48314606741573,0.42867860215759995,40.93820224719101,0.691266429571505,1.0577569644572526,58.0,37.295038387711195,18.647519193855597,6.215839731285199,120.158397312852,170.158397312852,100,-70.158397312852,1.4918015355084477,0.8287786308380266
ORD-00036,CUST-015,REST-49,DP-04,2023-01-04,19:00,19:00,Fog,Jam,bicycle,Drinks,Semi-Urban,28.559626047181403,77.20886643083638,28.665402495486003,77.07597360891208,42,4.1,37.0,17.510668365789574,1.4041986740582306,24.588457301115124,2023-01-04 19:00:00,2023-01-04 19:00:00,19,19,0,0,2,1,2023,4,0,0,1,0.0,0.473261307183502,0.0,0.902442017404865,inf,74.0,52.532005097368724,26.266002548684362,8.755334182894787,161.55334182894788,211.55334182894788,100,-111.55334182894788,2.1012802038947487,1.1673778910526382
ORD-00037,CUST-190,REST-30,DP-13,2023-01-04,16:30,11:15,Stormy,High,bicycle,Buffet,Metropolitian,28.544706862574824,77.06182213398115,28.58486727548209,77.2866864139344,27,3.5,28.0,22.409675888078628,1.1523068845866853,25.822823807189245,2023-01-04 16:30:00,2023-01-04 11:15:00,16,11,30,15,2,1,2023,4,0,0,0,58.48314606741573,0.8003455674313795,40.93820224719101,1.2323234698157113,0.976585014409222,56.0,67.22902766423589,33.61451383211794,11.204837944039314,168.04837944039315,218.04837944039315,100,-118.04837944039315,2.6891611065694354,1.4939783925385752
ORD-00038,CUST-190,REST-38,DP-08,2023-01-04,20:15,19:00,Windy,Low,motorcycle,Buffet,Semi-Urban,28.61085993321503,77.13236890072751,28.52861754252544,77.0085893581507,34,4.5,29.0,15.157280002482336,1.048836057003192,15.897501792696907,2023-01-04 20:15:00,2023-01-04 19:00:00,20,19,15,0,2,1,2023,4,0,0,1,58.48314606741573,0.5226648276718047,40.93820224719101,0.9640679541147417,0.9291889666529436,58.0,45.47184000744701,22.735920003723503,7.578640001241168,133.7864000124117,183.7864000124117,100,-83.78640001241169,1.8188736002978803,1.0104853334988224
ORD-00039,CUST-175,REST-02,DP-29,2023-01-04,18:45,21:15,Sunny,High,motorcycle,Drinks,Metropolitian,28.420403069585724,77.01950023668466,28.454700555073465,77.05991848403337,25,4.4,24.0,5.4920587383724975,1.3421165132560784,7.370982724542073,2023-01-04 18:45:00,2023-01-04 21:15:00,18,21,45,15,2,1,2023,4,0,0,1,58.48314606741573,0.22883578076552072,40.93820224719101,0.3668721731851776,1.0024701523260602,48.0,16.47617621511749,8.238088107558745,2.7460293691862487,75.46029369186247,125.46029369186247,100,-25.460293691862475,0.6590470486046996,0.36613724922483315
ORD-00040,CUST-190,REST-15,DP-23,2023-01-04,18:45,18:00,Windy,Low,bicycle,Snack,Metropolitian,28.458136739007006,77.2475925207269,28.682690281370363,77.07269318191624,31,3.6,38.0,30.251920254581172,1.2200762468698008,36.909649324813905,2023-01-04 18:45:00,2023-01-04 18:00:00,18,18,45,0,2,1,2023,4,0,0,1,58.48314606741573,0.7961031645942414,40.93820224719101,1.2660849575361541,1.0502443302844255,76.0,90.75576076374352,45.37788038187176,15.125960127290586,227.25960127290588,277.2596012729059,100,-177.2596012729059,3.6302304305497404,2.0167946836387447
ORD-00041,CUST-051,REST-11,DP-21,2023-01-05,13:15,11:15,Fog,Jam,scooter,Drinks,Metropolitian,28.46436944602785,77.03778219231425,28.626520461239487,77.12422034773034,38,3.4,23.0,19.909295299108248,1.0610191174223895,21.12414292676156,2023-01-05 13:15:00,2023-01-05 11:15:00,13,11,15,15,3,1,2023,5,0,0,1,58.48314606741573,0.8656215347438369,40.93820224719101,1.5261042822451871,1.0646685878962536,46.0,59.72788589732474,29.86394294866237,9.954647649554124,145.5464764955412,195.5464764955412,100,-95.54647649554121,2.3891154358929896,1.3272863532738832
ORD-00042,CUST-108,REST-08,DP-23,2023-01-05,19:15,13:00,Fog,High,motorcycle,Meal,Urban,28.621445226452504,77.2709292521148,28.46240736881997,77.06981907256102,40,3.2,26.0,26.431869045058306,1.247588455055635,32.97609466615716,2023-01-05 19:15:00,2023-01-05 13:00:00,19,13,15,0,3,1,2023,5,0,0,1,58.48314606741573,1.016610347886858,40.93820224719101,1.6167691907005113,1.0403458213256485,52.0,79.29560713517492,39.64780356758746,13.215934522529153,184.15934522529153,234.15934522529153,100,-134.15934522529153,3.1718242854069967,1.762124603003887
ORD-00043,CUST-055,REST-26,DP-19,2023-01-05,19:15,10:30,Windy,High,bicycle,Buffet,Semi-Urban,28.45674160889802,77.25926918067846,28.501313232417267,77.14740472708064,25,4.5,21.0,12.004422890298244,1.0171942605576092,12.21083006531776,2023-01-05 19:15:00,2023-01-05 10:30:00,19,10,15,30,3,1,2023,5,0,0,1,58.48314606741573,0.5716391852522973,40.93820224719101,1.0498417333581613,0.9645311460873421,42.0,36.01326867089473,18.006634335447366,6.002211445149122,102.02211445149123,152.02211445149123,100,-52.022114451491234,1.4405307468357893,0.8002948593532163
ORD-00044,CUST-064,REST-45,DP-12,2023-01-05,21:00,10:45,Fog,Low,bicycle,Buffet,Urban,28.572047529167293,77.13937482933177,28.642902277426423,77.26173965697755,22,3.9,19.0,14.309566365117341,1.454660201039391,20.8155566854681,2023-01-05 21:00:00,2023-01-05 10:45:00,21,10,0,45,3,1,2023,5,0,0,1,58.48314606741573,0.7531350718482811,40.93820224719101,1.190722657659052,1.0385119203563007,38.0,42.92869909535202,21.46434954767601,7.1547831825586705,109.5478318255867,159.54783182558668,100,-59.547831825586684,1.717147963814081,0.9539710910078227
ORD-00045,CUST-131,REST-44,DP-18,2023-01-05,18:15,16:30,Cloudy,High,scooter,Drinks,Metropolitian,28.46457314615029,77.22331046129119,28.6087032989646,77.21361902642275,33,3.6,39.0,16.054479601217622,1.1293899908000085,18.131768569118094,2023-01-05 18:15:00,2023-01-05 16:30:00,18,16,15,30,3,1,2023,5,0,0,1,58.48314606741573,0.4116533231081442,40.93820224719101,0.7170130884121156,0.9410662824207493,78.0,48.163438803652866,24.081719401826433,8.027239800608811,158.2723980060881,208.2723980060881,100,-108.27239800608811,1.9265375521461146,1.0702986400811747
